"","Sample_1","Sample_5","Sample_6","Sample_8","Sample_9","Sample_10","Sample_11","Sample_17","Sample_13","Sample_20","Sample_23","Sample_2","Sample_3","Sample_4","Sample_7","Sample_12","Sample_14","Sample_15","Sample_16","Sample_18","Sample_19","Sample_21","Sample_22","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28"
"P21283",23795,56229,26723,31991,37922,34063.7835664977,25298,22409,39854,48992,30847.7094597637,35353,26540,25501,29537.1234709723,39297,41934,39813,31056,49045,31303.6333484711,26897,39681,23347.3073250457,50055,35861,38238,40893
"P21291",4375900,2560400,3105700,2019800,1368900,2395700,3212700,1822100,2659200,3614200,3318400,770260,752280,2112500,4272300,1947200,195130,2382300,1395400,216510,7168700,3861400,1390400,6126100,1360700,1903200,801530,2327600
"P21333",5489100,4592500,4240900,4040200,1963500,3478100,3790000,2360800,6394900,6555700,4353900,1514700,1151400,2456000,4581600,2912200,517410,3878600,2125000,774990,6787600,5368000,1702700,8323800,2112300,3716800,1424900,3744800
"P21397",406270,234440,62049,24127,221060,491700,58081,202680,74428,156870,70298,44363,311920,214990,337750,38041,42704,183720,146660,81178,199360,64505,348670,59517,71402,90299,77928,104560
"P21399",164710,236470,156050,169250,253250,137130,185970,200520,173610,163130,230420,146140,354070,224490,234800,210470,73947,151940,214160,124710,189650,141220,308280,202410,221960,114720,155880,194730
"P21589",135140,52320,66625,24888,24927,76794,67840,49847,94786,87044,100340,73398.3222654878,60811,78445.273733072,34196,132950,100094.080001351,31776,91941.6256276203,291140,54219,34420,36847,105410,71419,77232,27706,85422.3537490508
"P21675",406580,279840,715690,234080,317060,467640,420440,282060,440880,268420,291100,185450,137300,251510,227600,308920,167440,243870,168170,89421,780860,187060,178660,640030,260010,326140,138590,809120
"P21695",43999,76513,26607,73903.6251737751,67107.1626279877,54407.1148547785,180250,33978,144920,68750,237430,34940,260630,20781,62794,22106,48392.2029913595,26328,53801,63256.7640933787,44848,48753,15179,229800,71496.2301729374,81527.1014574536,29770,112300
"P21796",368290,734070,668050,273580,698600,596770,362980,1202500,628440,473830,317940,659570,1398800,591510,598400,412390,796830,594700,778620,1050000,620170,538520,949880,406840,827800,580720,454150,567710
"P21810",429700,681020,685120,150490,314670,306740,543930,307390,628690,312290,480260,473100,346180,290880,162850,239710,95603,354250,168380,108840,282980,601910,252120,1050200,320130,222940,240680,409920
"P21912",117960,130820,99773,81503,144650,160890,90973,116540,133480,117440,88069,113710,142810,139300,170760,96486,93770,121690,214850,156580,146760,120230,296990,128200,134320,135440,140760,139990
"P21964",45812,53220,45886,76683,35828,30221,32805,66444,52281,50176,53677,140380,145000,62204,41983,39543,125110,61225,67658,37672,36530,53890,61872,16457,47114,45997,82007,50204
"P21980",642590,708900,991470,905320,656630,606330,433200,277310,575050,1509700,1740500,672510,552040,750820,356910,732420,105980,1147300,888800,187930,461360,1174800,526500,601030,977240,1152000,924950,974540
"P22033",29411,35267,37068,33612,44664,51770,40521.057076215,43821,26474,40199,31911,40624,42910,43151,50049,26166,26249,36144,55210,56490,33205,68779,76036,21702,46534,50356,20668,22067
"P22059",60757,54456,58077,58771,85300,65958,46531,55549,81717,55862,41120,67914,66532,76051,89808,63380,115250,57138,97401,62802,48193,52748,79256,38647,70468,63422,98231,74346
"P22061",152040,164880,142390,207030,82606,150410,153060,147440,161090,151200,112730,133250,113220,124830,148180,114370,185640,138370,132960,120790,179210,103370,150210,150070,51519,126940,119130,134520
"P22087",163180,159500,186050,227890,210460,481210,200280,277820,169340,203880,151500,279120,276950,226360,187410,219590,392850,189840,246100,114780,177400,175970,175850,113010,161960,156210,292710,244990
"P22102",84376,71208,76139,130760,119010,90596,83671,117600,83993,82701,72452,137400,194360,89446,119290,100840,234180,93796,103650,165050,96835,73405,86797,71706,103640,128800,148260,114740
"P22105",570160,88752,113960,7100.6,58607,216010,112640,38058,79928,96921,27858,4987.1,1800.6,163120,39040,29385,9296.9,74068,6717.1,1137.2,124890,120960,16334,460250,15697,66518,5719.6,35994
"P22234",39955,57029,56146,72764,86376,27542,41002,91313,35416,53370,42214,104270,122760,58069,48893,62981,363300,71789,76742,179420,55189,36396,46629,35227,71432,56043,92028,77781
"P22307",44704,87315,59962,61414,92704,89729,57046,99064,57821,69742,54253,101280,114580,92968,103450,68445,95097,106360,112280,142160,76054,63423,106240,45630,124300,66935,41086,103680
"P22314",999100,945570,886070,889910,838130,752690,692640,896020,881310,813160,627150,1105300,1005400,780600,960430,887860,1317500,805540,709640,891630,749320,631980,941380,777520,1042800,733370,847680,794580
"P22352",453090,620620,659130,186250,258160,500080,258180,127180,415600,401100,376290,221920,158190,243710,135290,184710,33096,267580,139420,42799,272420,428900,148630,368160,406930,274420,108420,240980
"P22392",1449400,1268800,1257800,1523500,1513500,893870,1136900,1515400,1431000,1035200,1198400,1333100,1554900,1345000,1216700,1145700,1176500,1027200,1358900,1460000,1117100,1266200,1230600,868230,1033700,1720300,1522700,1490500
"P22570",99322,137200,66655,49399,82391,56722,51773.3842673816,60859,61409,101080,45798,67396,132140,101750,117800,50610,82672,76897,99170,419790,43769,66655,200590,58591,40308,88573,85405,46340
"P22626",1975500,1876500,2301400,2441400,2737300,2328400,1858100,2298100,2233000,2061500,1701700,2046200,2783200,1996600,2193400,2177500,2396800,2454500,2101800,2032600,2113200,2288000,2194000,1435500,2249600,2559000,2443100,2298300
"P22695",498770,388590,372350,348950,373800,745280,352080,394370,384500,353170,260860,301830,670730,561040,545130,278270,268450,325710,593860,299260,555330,308070,946390,426230,269820,262840,362290,190310
"P22897",45031,111370,168410,151180,84900,97088,281120,109120,133250,180380,275340,133180,106590,229630,152030,416540,174900,75438,177620,105940,81498,180700,257660,72981,59384,161500,179030,161720
"P23141",40758,71027,77623.0041966024,206520,2697.5,4289,56318,178010,76019,159470,29399,618930,6827.3,78367,84302,114100,23933,33400,134140,96616.8185326887,176380,14719,27318,52657,117680,43142,14285,12369
"P23142",933620,657700,943980,387110,675800,515080,1780100,818990,720170,580310,947960,706310,592830,526830,303890,416700,143300,516660,437300,293000,572410,772950,219610,881000,722650,251980,283580,562470
"P23193",31046,68944,49669,81696,47642,34291,38655,36649,46184,43202,30547,65010,33004,58284,42986,32560,61826,64102,65423,18001,24957,34933,40732,31508,67620,44714,36452,51492
"P23229",787490,657760,393660,300620,1396900,655520,442050,596120,380410,483560,468210,458070,605440,740140,701850,451980,1147800,525720,454160,809300,559160,464060,567760,513550,658890,749990,863030,726110
"P23246",396480,383830,447550,626900,599890,441020,419070,512360,496400,411980,394240,578640,475840,389490,439790,516910,764020,465850,503220,363360,430510,497210,427630,281080,586480,505070,635380,462110
"Q9NRH3",25343.6270069567,27635.5975644258,31892,52109,37807,27278.4526553775,30027,33165,29815.9901236832,28206,30421,41391.6745473213,33950,27338,23630,30112,54819,35615,29271,35093,25060.1426138103,29010.6202368953,28234,20667.7428796698,38973,32296,37460,36152.2437067168
"P23284",830210,1075800,1444600,1617100,1432800,894470,1912400,1637400,1464800,965390,1964700,1730400,1182900,1636600,1350500,1901900,1092900,1017600,1376700,1456100,989380,1253100,1535200,953500,1821100,1068000,1306100,1878500
"P23368",147600,118520,110200,93868,157140,110850,114040,127630,112230,127310,93790,102030,54058,138380,145980,125090,57744,98475,108640,201750,122160,89195,191540,132870,176140,120890,109260,135530
"P23381",638590,713530,886830,1110200,592630,1026200,627350,988360,717910,654370,568800,1159900,458900,892700,942640,582520,362130,708390,761380,498550,611710,422130,721340,507010,591870,1476600,1551700,1221600
"P23396",636840,597230,776930,842510,1060600,707140,824970,874190,840710,660070,714600,957540,824570,768810,811590,928140,1086500,677400,861490,1085500,807920,707600,978390,580570,968790,859390,882010,876450
"P23458",372930,251230,340820,239703.529884232,284600,250320,369838.545657839,187890,427700,228070,380150,246147.118556442,289430,602400,280740,244350,241231.077576385,272410,178140,303830,330108.001213811,675900,179170,323365.143970084,312980,188740,227010,335206.977470481
"P23497",95542.0393399378,71224,111190,71062,74841,134170,87465.7147358515,70778,106190,99122,91321,73501,83381,90982,88182,98015.452065801,75627,94672,97774,125080,90775.152761778,93576,71205,68391.8041468733,92363,178680,88024.0521922999,111280
"P23526",230110,315980,372230,550710,374840,349090,286520,485200,247810,241440,206500,528440,485660,301520,278440,258520,617810,314250,408030,427170,273570,284300,327080,253100,367920,253430,438690,306060
"P23528",1360600,2261200,1876400,1913000,1822000,1998400,1685500,1422500,2106300,2398400,2112100,2397200,2438000,2232100,2048600,1477400,3659300,2237600,1833600,3273400,2227500,2504100,1814300,2239400,2493900,2045600,2212900,2515300
"P23588",113870,153510,135960,181190,170430,130210,124540,169950,181940,119670,119520,195120,115400,124040,140710,155080,289870,134850,172700,133860,151490,135480,134400,108160,179900,152890,251680,170580
"P23634",111150,134170,75808,115740,60224,115370,105780,67456,147350,162270,106670,48797,41600,85596,112400,91567,43250,120780,49678,22540,169280,154350,54374,248670,70951,106200,44920,119040
"P23786",44365,31026,28294,24025.3959435016,34483,26182,28041.2506308906,20458,34652.5606541104,41792,9259.7,9180.9,22833,47312,33391,15100,23082,47982,58603,64519,30561.6532442606,9610.9,95465,23851.8428124591,45841,13339,34319,23086
"P23919",31112,57969,56428,164450,71221,72782,42429,87272,52647,39504,35596,66588,119920,55700,63540,45808,148790,120600,61010,129400,52928,45149,67159,40815,72887,87159,66280,70409
"P23946",1020900,1040200,1194400,144810,361110,1629600,762680,287020,891624.252115187,825430,211580,119910,361530,455620,730000,2858800,369459.422019792,374380,140770,359115.281409236,564210,1418200,248030,371380,109450,632830,179110,546500
"P24158",48577,20873,291990,999130,425020,19202,1070700,331180,61898,102030,1367800,211980,355280,948420,896040,1591600,671960,193990,291600,2204000,473570,68112,591500,370849.729041566,1233000,158740,47181,834924.496985989
"P24534",218830,295170,359350,403610,394520,335980,370740,304470,315970,258320,338040,496000,433970,356050,358900,398390,328930,326060,372180,318200,289080,324410,439870,264460,554550,411400,590850,357810
"P24539",296430,253070,240620,261920,244840,332000,254960,258180,73784,245070,231560,216170,299270,382680,401030,222320,200610,236370,303110,322870,305360,212660,840490,273310,252940,254680,185490,197530
"P24557",52302,32370,74113,47811,90204,55386,67055,32068,72267,70497,48888,56531,44164,72553,73960,40784,35430,28396,67399,59494.1282776604,54994.2164525452,41924,85602,45244.6824408984,52542,59217,43523,82857
"P24666",185780,173470,164660,198040,167170,182980,110070,407990,150600,186410,134990,259100,196930,167290,168420,152890,339660,155640,158650,238370,168460,143380,183860,170930,115870,231570,242700,252950
"P24752",226840,305530,314750,165320,363520,368170,233090,348880,342670,296770,209790,173070,166900,283050,378400,191980,156670,207870,393170,432390,296040,289930,1069300,356620,196740,215990,149370,269670
"P24821",355270,96656,134180,99934,271490,53042,690650,208850,729310,310960,508230,450250,124690,149070,214420,193630,92059,181020,138040,259390,316730,371020,68171,899020,174730,155160,291760,1025600
"P24844",4554200,2742800,3142200,3781900,1229400,2710100,2083900,1977800,3911000,3927400,3458200,722380,843730,1759700,4536100,2848900,284300,2669600,1483400,574020,7867900,2749900,1429000,8365700,1365800,2716100,1006500,2922400
"P24928",22563,26626,30257,40417,49263,36776,31060.7899784238,31111,37859.4096651813,38703,29251.5045214281,37205,51434,36818,31947,32211,66144,33063,26802,25536,31340,38765,24373,23778.0181127633,72439,36988,48979,26375
"P25098",30241,15510,22488,18833,38015,18164,18240,14743,28934,31953,23667,20857,24882,37305,26978,22220,27987,38767,24629,28414,21766,14403,30178,15782.8017904324,26716,27320,26566,31654
"P25205",23013,37978,66674,228720,104510,20372,19785,135470,53625,25956,6382.9,222470,77154,29814,79320,57159,294920,104810,49628,139080,49211,8509.7,30343,9556.9,110070,77961,197660,147230
"P25311",148770,264830,237810,117160,89406,126480,205550,166340,228170,181380,232710,101130,239050,150480,109680,216290,104800,134720,141550,94736,120340,113690,329760,260950,135780,111430,66704,81967
"P25325",301820,139950,123150,150740,172040,495350,96595,275750,80759,88260,65789,110320,395090,190290,283610,117800,136330,221700,220790,127320,211270,97942,161700,133710,163480,95994,172930,90742
"P25398",270600,281500,324720,393880,389510,285670,356260,412050,153670,276120,317630,423080,322090,361450,372800,371520,467660,297170,384680,426590,412700,273290,443870,215420,285440,313020,403120,153990
"P25685",122710,160010,138820,163700,175780,143350,101130,98793,120550,101150,96160,156020,178780,122270,145550,134790,220290,107660,152360,161070,158790,156050,180350,126630,124430,175540,151380,124080
"P25686",54925,46848.7428752588,46232,67103,51508,45208,61889,43312,49124.4873116288,42492.2840307287,42399.1847876665,58464,63410,54853.9333141044,64317.9000325325,59213.9455526503,135910,55020.4687419355,52321,129840,50119.3753635852,53203,102490,35890.8929991618,81847.3162349005,57682,42901,63417.7754306505
"P25705",1574400,1511000,1518000,1133600,1675000,1993200,1170900,1600700,1514600,1578300,1177600,967350,1543800,1571300,1955500,1189700,770730,1344500,1449700,1316100,2028800,1323200,3942800,1740800,1510200,1607000,1126900,1385900
"P25774",187950,136700,111670,72032,201550,98698,118025.264011115,61174,161260,46060,68522,115380,108970,260960,115470,138840,145801.934156551,156570,123520,50883,164580,48008,182110,82229,502240,94846,143310,140660
"P25786",289050,245450,295820,434780,309650,329030,276050,416610,321760,205710,247790,357640,322900,384470,396220,302240,348590,325280,426770,457670,399440,209070,337410,226720,391950,375190,441690,322830
"P25787",153460,226130,174430,235000,237530,129680,113400,280650,175880,232650,152060,252870,166930,169090,215510,224300,189960,267090,248810,256700,191070,163370,214530,141950,243400,272490,352220,229280
"P25788",171590,156460,186860,220550,181110,185420,165340,213690,164800,127150,159170,209370,177500,193110,200430,161750,189440,197560,248600,289400,208640,145490,186310,196700,256870,195700,244220,205640
"P25789",189920,208180,220780,286340,232590,173110,162500,252330,228090,173430,183850,220500,233640,223390,228250,211240,203000,225690,239930,250510,255700,173410,207960,210290,290910,239830,282720,224230
"P25815",918270,1159300,681550,103500,1211300,305860,337330,698580,448670,599990,858260,112430,932910,1928000,589280,610220,832440,1507300,1740300,2549300,552860,262860,2192000,552380,650140,348610,493910,773880
"P26006",49522,81345,69200,31304,54527,75457,12896,34751,23704,130360,40098,47653.0670726195,17147,51361,47895,36790,27809,155230,57493,67768,43648,120050,57814,58883,44613.3299556334,114540,27319,39729
